id,vader_neg,vader_neu,vader_pos,vader_compound,snippet.textOrginal,snippet.likeCount,snippet.publishedAt
Ugwep9svfBSuVmr1Cax4AaABAg,0.342,0.658,0.0,-0.3818,Jay Foreman screaming is my mantra,0,2020-04-24T18:50:37Z
UgyMdhGzUnK53fdEwrh4AaABAg,0.0,0.686,0.314,0.6597,Imagine if our legislators actually focused on making sure we have a legal system that's works for us.,0,2020-04-24T18:32:27Z
Ugy9je-hwrEJQZZbfvV4AaABAg,0.649,0.351,0.0,-0.5719,I hate reaction channels...,0,2020-04-24T17:41:32Z
UgwZi9i1MCjtDvDgjSt4AaABAg,0.0,1.0,0.0,0.0,except Disney didn't make any Baby Yoda merchandise.,0,2020-04-24T17:14:00Z
UgyCCFcMvQKLtqv6l1d4AaABAg,0.0,0.835,0.165,0.7469,"I don't know if you meant to do this, but around 27:00 mins when you mentioned how YouTube hosts a lot of ads; I got an ad for Swifter Sweeper lmao",0,2020-04-24T16:35:20Z
UgxgaBxGoBbawGXEx2p4AaABAg,0.0,0.895,0.105,0.25,"abolish copyright. abolish private property altogether.
that's how we fix it. what's created by all — will serve all.",0,2020-04-24T16:10:41Z
Ugx1kkvSupF9lRblPLF4AaABAg,0.0,1.0,0.0,0.0,There are some claims that video game companies claiming copyright over game footage is akin to music instrument manufacturers claiming copyright over performances. I wonder if that’d be more applicable for videos of the Half Life Alyx piano?,0,2020-04-24T15:39:57Z
UgwkDBBi0bVgex3EhjF4AaABAg,0.0,1.0,0.0,0.0,Mumbo?,0,2020-04-24T12:41:23Z
UgwbjT_i95bqyIdGj0B4AaABAg,0.0,1.0,0.0,0.0,András Arató is probly the definiton of not owning copyright over yourself,0,2020-04-24T11:22:12Z
UgzTFJ_Gl0KDkc369dV4AaABAg,0.035,0.819,0.145,0.9868,"While you made a fair point regarding what a transformative video has to be in order to fall under fair use, you only did it partially. You see, while one sub-category of content transformation is for criticism, there's also others. Some of those are parody, caricature and pastiche.


Those, within the EU at least and under certain conditions, are things that do not always require a license. 



I just wanted to clear that up.


But everything you say is also true: the copyright law itself isn't on track with public opinion. That doesn't mean that public opinion is always right, but that doesn't mean that the law is right either. On top of that though, something even more important to take into consideration is the fact that the catholic restrictions and exceptions we have for copyright do not work anymore in the form that they are. The world keeps on going forward, with more forms of entertainment being born every few years and with laws taking a long time to be modified for those things specifically. This is why we, for better or worse, we have many grey areas for many things, one of them being the emulation of video games, their preservation online and its connection and affiliation with piracy. 



In the world where the internet is truly powerful and where everyone has access to everything, the copyright law has restrictions which often do not take place and are dismissed completely. There's no proper security measures for copyright holders and it's confusing whether or not something is right or not. 



So, until someone does something about that and makes compromises that help people use content freely _under specific and correct restrictions_ AND help copyright holders not be in risk, this is always going to be a taboo situation.",1,2020-04-24T10:44:37Z
UgyuzKwY59kXy5V73u54AaABAg,0.0,0.417,0.583,0.636,Loving the LegalEagle cameo!,0,2020-04-24T09:55:38Z
UgzG0zNS-dfGD6pfX2h4AaABAg,0.256,0.744,0.0,-0.8514,I don't see any comments here criticising the very existence of copyright law. Anything that uses the government (the most immoral system ever invented) to change people's behavior is equally immoral.,0,2020-04-24T09:51:19Z
Ugz_ATb-hJKehrCWP4B4AaABAg,0.0,0.556,0.444,0.6808,Nice Merc there and nice trash trail on street.,0,2020-04-24T09:35:01Z
UgyunlHkgTJgITMybvJ4AaABAg,0.0,0.936,0.064,0.0772,So lesson learned do as you can until you become big then you can do anything you want and more.,0,2020-04-24T09:33:14Z
Ugz7YkqQPMQcHmTaczl4AaABAg,0.0,1.0,0.0,0.0,Only Connect 3x04,0,2020-04-24T07:44:34Z
Ugxc0koFXbkfTLRtKr14AaABAg,0.429,0.571,0.0,-0.128,24:37 how ironic,0,2020-04-24T06:16:40Z
Ugx6w_o55QDtxh-eXUZ4AaABAg,0.063,0.887,0.05,-0.1531,"Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",0,2020-04-24T04:59:02Z
UgwVp493pD-fCmTueYJ4AaABAg,0.13,0.713,0.157,0.6897,"I see a lot of lets players talk about how their game play creates demand for the game but if it wasn't a game I've already played or was already interested I'm entirely not likely to buy it, if it's a linear experience I'd rather just watch someone else beat the game, get the experience and not have spent a cent. I fully accept I am part of the problem but lets players need to drop this holier than thou mentality they have toward robbing other creators of revenue. I'd argue sales for small indie games go up IF the lets player is positive of the game - if they were negative, even if I thought the game was interesting, I'm likely to skip it because I've watched someone else have a shitty time with the game and that's negatively affected any enjoyment I'll get out of it.",0,2020-04-24T04:29:49Z
UgxqDGodt6ibYqW9pht4AaABAg,0.11,0.839,0.051,-0.6996,"A bunch of petty rich people that would get their a55 kicked on the street. Just because you can claim copyright, doesn't mean you should and it is one reason why I have not bought but a hand full of albums new since the 90s. You have some serious issues if you think you're entitled to compensation for someone using a clip of your cr4ppy song. Those blood suckers wouldn't get a dime from me. I wouldn't even show up for court. They will be spending more money trying to connect on the judgment.",0,2020-04-24T04:12:44Z
UgwNJf9W_jN0f_bje5l4AaABAg,0.0,0.769,0.231,0.6249,"As for game streaming, I am much more likely to buy a game I have seen a streamer having a lot of fun playing",0,2020-04-24T03:59:02Z
UgzQ75gBzYhExt0LiIh4AaABAg,0.255,0.666,0.079,-0.9434,"I understand that copyright law is a mess, but I've seen multiple examples of copyright abuse being perpetrated upon channels that didn't do anything wrong. Videos that fall firmly under fair use, or sometimes even videos that contain no copyrighted material at all can be hit by copyright abuse. I would say that those are cases where Youtube's copyright system is indeed broken.",9,2020-04-24T03:52:10Z
UgxmcBczQTTHx-5laIp4AaABAg,0.0,1.0,0.0,0.0,Imagine this video got copyrighted for some random reason,1,2020-04-24T03:44:42Z
UgzgckjIheRhaC_FgQp4AaABAg,0.165,0.835,0.0,-0.7845,"So much art would have been lost through history if the copywriter laws of today were as brutal all through the ages. But at the same time... so many modern small creators wold have been crushed by the big guys without them, I suppose.",0,2020-04-24T03:25:21Z
UgxTg_lH8CBu2-Khnqd4AaABAg,0.185,0.766,0.049,-0.7552,"My new content is purely for review and criticism (in depth), however my videos which would use very short movie clips to support my review and criticism are still getting flagged for copyright use unfortunately. Not sure if there is any way to contact YouTube about this.",0,2020-04-24T02:19:02Z
UgyWIoHQRan5mK4fc4R4AaABAg,0.0,0.814,0.186,0.7339,I am really liking the new feature in the scrub bar that allows you to see the sections of the video. I hope more people start using it with new uploads!,0,2020-04-24T02:11:38Z
UgwAIwODANzfn--287h4AaABAg,0.0,1.0,0.0,0.0,"Currently dealing with YouTube and the automated system for music myself, I have tracks made by me, which some guy has registered as his in the same name, same title, different composer - which means that when YouTube or other media registers it automatically, half the time it thinks it's those tracks.

YouTube doesn't respond, Copyright companies don't respond and there really isn't anything I can do about it apparently. The same goes for Spotify,, some of my tracks there are duplicates but registered as a different composer - so someone is making money off my stuff and nothing I can do about it.",147,2020-04-24T01:24:11Z
UgwtFEPvd62medjuhqF4AaABAg,0.0,0.792,0.208,0.765,I'm still in disbelief that we're listening to a 300+ years old piece of music played on a modern instrument and that we can ascertain that it's faithful to the original performance of it,0,2020-04-24T01:10:55Z
UgxZB6rlUVUebzL1uLt4AaABAg,0.11,0.688,0.202,0.3976,The world needs more geniuses like this guy. Mad Respect to this dude. Never seen a more rational and disciplined guy in my life.,0,2020-04-23T23:20:26Z
Ugz8bVDAQs49Q_VeZah4AaABAg,0.0,0.433,0.567,0.8881,Love the cameo from Legal Eagle! And love that Indochino suit!,0,2020-04-23T22:54:46Z
UgxDnFGPG9_m6iyxqfF4AaABAg,0.064,0.808,0.129,0.6245,"To be fair, memes are basically an art form by now. The new wave of art forms are basically transforming other peoples work into a kind of comedic banter or actual social commentary/criticism.



Also, I think a giant piece of the internet would just die, if you'd copyrightstrike every single piece of porn drawn of original characters. Only thing I am glad about in the visual arts, is that the creators in it are zen enough to let people make fanart of their creation without throwing a fit.",0,2020-04-23T22:20:47Z
Ugw4DIoF64FvGt2-sUF4AaABAg,0.0,1.0,0.0,0.0,"Views: 1.8M

Views from beginning to end: 1.8",0,2020-04-23T22:06:07Z
Ugyk0Ago18lLAGO1c-94AaABAg,0.117,0.692,0.191,0.3382,"We should make all intellectual property owned by the state, and copyright no longer exists!",0,2020-04-23T22:02:55Z
UgyVID_Mrd6mZHrw3Lx4AaABAg,0.168,0.396,0.435,0.5707,"Seriously, great job on this one!",0,2020-04-23T21:46:14Z
UgxUCt96LoNonqISYDN4AaABAg,0.0,1.0,0.0,0.0,is it just me or tom's head looks slightly bigger than average,0,2020-04-23T20:44:29Z
Ugyh3_t0vuUwpE9kaYh4AaABAg,0.0,1.0,0.0,0.0,RIP internet historian,1,2020-04-23T20:19:44Z
UgxuZy9wyFxEEUdSMjR4AaABAg,0.0,1.0,0.0,0.0,When the third guy pops up and you immediately start chanting: MAP MEN MAP MEN MAP MAP MAP MEN MEN,11,2020-04-23T20:15:47Z
UgwHBNuR_q4HdCbug4R4AaABAg,0.216,0.784,0.0,-0.7447,"I don't care if it's correct handling of copyright law. It's flippin stupid, and me doing stuff with music/art makes the artist (publisher?) more money anyways.",0,2020-04-23T20:15:18Z
UgyxUtY45lIf9-qRloF4AaABAg,0.0,0.714,0.286,0.34,oi m8 u got a loicense for that image,0,2020-04-23T20:04:56Z
Ugx7VGvY_vsZXhyszTp4AaABAg,0.04,0.785,0.175,0.7751,"I recommend anyone who has not seen the documentary: ""EVERYTHING IS A COPY"" to watch it. Societal innovations have always been exponential after copyright runs out, and true experts generally start of by imitating.

I agree with the conclusion of this video. MONETARY RESOURCES SHOULD NOT GIVE PREFERENTIAL ADVANTAGE WITHIN THE LEGAL SYSTEM.",2,2020-04-23T19:33:55Z
UgzErABlPhpW70oSpKJ4AaABAg,0.057,0.779,0.164,0.6111,I oppose the conclusion. It does not fit my idea of justice that the living author of a work must watch others capitalise on his work however they wish without any say about it.,0,2020-04-23T18:49:31Z
UgzneyVOjI2qh9EfZWd4AaABAg,0.37,0.462,0.168,-0.5423,Thanks Disney for the death + 70 years. Mickey Mouse sucks anyway.,0,2020-04-23T18:33:23Z
UgxFhyRJlL1XUHBLNId4AaABAg,0.149,0.763,0.088,-0.3818,if it went to 70 years total rather than 70 after death i think that would be fair to the creator & the world.,0,2020-04-23T17:58:19Z
Ugwa8w_FozHsdZK_lJF4AaABAg,0.0,0.788,0.212,0.3612,Exactly when you said; one of the biggest ad firms. Amazon prime ad starts playing,0,2020-04-23T16:11:05Z
UgyTjBAlU9FZWN7SmYx4AaABAg,0.156,0.732,0.113,-0.4195,"Screw the Corporations and their infinite greed! They CAN 'T be right because they're RICH! Even if they are right, they're WRONG because they're RICH! No Souls = No Rights!


When you bully people into submission that's ROBBERY not ""defending your rights to something you probably had no part in creating but just bought to profit off of"". The fact that you yourself said people settle because they can't AFFORD justice means that justice is not JUST!


Probably a very good and informative video but I can't watch anymore: too triggering! The Revolution needs to come Yesterday (eff you Beatles I'm not paying for that word!)!

Oh, and Why does your phone have two dialpads?",0,2020-04-23T15:56:55Z
Ugw8XZaxy8Z8E4DGbiV4AaABAg,0.0,0.704,0.296,0.6369,This is one of the greatest content I ever found in youtube.,1,2020-04-23T15:55:38Z
UgwGtCzKTwh88gbdYMR4AaABAg,0.153,0.847,0.0,-0.5574,"the law: *cyberbullying is i l l e g a l*
also the law: *it's illegal to use this content unless you also cyberbully in the process*",0,2020-04-23T15:29:05Z
Ugzbzcyw4pZTX0Q8ZfV4AaABAg,0.0,1.0,0.0,0.0,Tom scott for president or prime minister rather,0,2020-04-23T15:26:28Z
Ugwob3aQIfaSKgg5adx4AaABAg,0.0,0.543,0.457,0.6369,Best yt cover artist is annapantsu,0,2020-04-23T15:17:06Z
Ugzugw3nfcz0KRg0YNd4AaABAg,0.26,0.74,0.0,-0.2755,Why don't guys like this enter politics,0,2020-04-23T15:16:52Z
UgxnfHeFjUpPvQQWH4V4AaABAg,0.0,1.0,0.0,0.0,Was the quote at the start said by Christopher Eccleston,0,2020-04-23T15:09:51Z
UgwXeG108Pmmwet81nt4AaABAg,0.0,0.869,0.131,0.6478,"Just trash the entire copyright system. It don't work in a modern media landscape. That in turn will create lots of new money making ideas and RIAA, MPAA and others might find someting else more useful to do.",0,2020-04-23T14:49:44Z
UgyhkDfgW9LlPzNBY2x4AaABAg,0.0,1.0,0.0,0.0,someone needs to show this video to Suzy Lu...,0,2020-04-23T14:48:43Z
Ugyep2_apBF0b7uCkHJ4AaABAg,0.0,1.0,0.0,0.0,"3:00
AAAAAAAAAAAAAAAAAAAA",0,2020-04-23T14:29:07Z
UgwtlNMp3UNK64q8anl4AaABAg,0.266,0.601,0.133,-0.6369,You are an idiot. People who create have always been ripped off by assholes who cannot create anything. I feel  sorry for these mental midgets.,0,2020-04-23T13:43:13Z
Ugys_TS1zPHC0PCFng54AaABAg,0.0,1.0,0.0,0.0,AYY MUMBO,0,2020-04-23T13:14:26Z
UgzZCitFChotqdJYwrt4AaABAg,0.0,0.84,0.16,0.2716,I think this is one of the most important video in this website,0,2020-04-23T13:08:16Z
UgxhcfDPkhoW-9K_bXV4AaABAg,0.0,0.93,0.07,0.3612,"Youtube got stamped on by the boot of government.
Copyright, patents and IP are forms of censorship.
They would not exist without government.
So long as government exists, extortion rackets like this will exist.",0,2020-04-23T12:41:17Z
UgzIDQy20dYI8Hhrej54AaABAg,0.0,0.38,0.62,0.5055,Very well made!!!,0,2020-04-23T12:37:21Z
Ugym1lBufn79CG8yXx14AaABAg,0.0,1.0,0.0,0.0,Can't wait for luxury gay space communism to make the record companies go away.,0,2020-04-23T11:29:01Z
UgwaEb6p-dB1ZEzF7Tx4AaABAg,0.0,0.624,0.376,0.8412,"The algorithm ain't to bad.
But the good parts are like the brown part of a completely black banana",0,2020-04-23T10:19:31Z
UgyxGCQHDB8jq48RhJh4AaABAg,0.0,0.594,0.406,0.4767,"""Dorian Grey"" Charlie Brooker makes some good points...",0,2020-04-23T10:03:56Z
Ugy3ZJWX2n1TwjuZUW54AaABAg,0.0,1.0,0.0,0.0,DOOMGUY,0,2020-04-23T07:59:12Z
Ugwyh5vm1DtYDLcnCU14AaABAg,0.0,0.698,0.302,0.3802,MAKE THE ORIGINAL BEATLES CATALOGUE PUBLIC DOMAIN!,0,2020-04-23T07:36:26Z
UgytMiCffFH5AOT1EWV4AaABAg,0.056,0.918,0.025,-0.4019,"Patent Law should be changed... Companies shouldn't be able to ""sit"" on patents for products they have no intention of using. Changing the patent law to perhaps 5 years max if they don't release said product with perhaps a request for extension for another 5 years if they are having trouble creating it (must show evidence they have been working on it... prototypes, plans etc.). If they release the product then they have 20 years or so to make money from it then its public domain.",0,2020-04-23T06:40:05Z
UgyjHd9gqqAEUv2lF1h4AaABAg,0.055,0.945,0.0,-0.3612,"something you forgot to mention on the Mumbo Jumbo case is how ludicrous it is that a SOUNDFONT can be copyright claimed for a 2 second clip in a video - not even the composition or the beat or the performance or anything related, the INSTRUMENT was copyright claimed.",0,2020-04-23T06:29:44Z
UgzjUdivGO2oyW6QnYF4AaABAg,0.067,0.868,0.064,-0.0258,"TIL ""disputes"" the noun is pronounced differently to the verb. Are you sure we haven't evolved away that bit of language already? I've always said it the way you kept accidentally saying it.",0,2020-04-23T05:35:57Z
Ugx12tDbxfDVYHEnl514AaABAg,0.0,1.0,0.0,0.0,Mumbo Jumbo!,0,2020-04-23T05:02:57Z
UgzPPj7O3mA8u7b02Kt4AaABAg,0.0,1.0,0.0,0.0,So u saying tik tok users are braking the law,0,2020-04-23T04:27:19Z
UgxC0Ef1GUaWXd1fOSh4AaABAg,0.0,1.0,0.0,0.0,Didnt think i was going to watch the full 42 minutes but here I am,0,2020-04-23T03:17:43Z
Ugz4MBZ31iBGkGmCY8h4AaABAg,0.0,1.0,0.0,0.0,"Arrgh, its a pirates life for me...",0,2020-04-23T03:10:44Z
UgxcQV2ahntWNAeuhtN4AaABAg,0.056,0.869,0.075,0.0644,"To me the problem seems like how much copyright holders can take from creators. Imagine a better built system where the copyright holders got the revenue proportional to their worth. Getting the entire revenue for a 3 seconds clip in 10 minute video is unfair, but if they actually got 0.5% of the revenue they would still be raking in money without the flame that comes with it.",0,2020-04-23T02:29:23Z
Ugz6eqMQODflZjHoGvF4AaABAg,0.0,0.718,0.282,0.6249,Two words. Fair use. <30 seconds he doesn’t need permission to use the song lol,1,2020-04-23T01:25:11Z
Ugy9p5pMITwUjF102Wh4AaABAg,0.0,0.554,0.446,0.6166,Go on the h3h3 podcast :D,0,2020-04-23T00:28:34Z
Ugz4dGqtLmQJG7yq3DN4AaABAg,0.0,0.844,0.156,0.6361,Of course the US would try to pass something that gives corporations with access to money more advantages while trying to appear to be giving individuals an even paying field.,0,2020-04-22T23:42:03Z
Ugx5a0gPTpsB1qbL_F14AaABAg,0.0,0.769,0.231,0.6124,"Nice vid .... bit cheeky however to use ""work"" as an excuse to get out of the house n film during a lock down ;)",0,2020-04-22T23:13:47Z
Ugzl1n9CIbwegLjsu4p4AaABAg,0.204,0.796,0.0,-0.3182,Warner chapel copyrighted video for song they lost right for,0,2020-04-22T21:57:06Z
UgwsNMduTlvIY26fZq94AaABAg,0.0,0.436,0.564,0.3802,legaleagle fan here!,0,2020-04-22T21:12:46Z
UgzjblULaQJR8pZO3iZ4AaABAg,0.0,0.371,0.629,0.5244,Thats really nice!,0,2020-04-22T20:55:59Z
UgwPSM_aYPKUnMM28O14AaABAg,0.0,0.906,0.094,0.34,New Copyright law should be based off the idea of the internet & social media & the fact that content is being shared all the time.,0,2020-04-22T20:43:01Z
UgwNUENhWM7jNXEvInd4AaABAg,0.0,0.69,0.31,0.2023,This is an important subject,0,2020-04-22T20:41:27Z
Ugx3qvbFtBrul3P5BvV4AaABAg,0.0,1.0,0.0,0.0,*I don’t think that I’m allowed to just take stuff*,0,2020-04-22T20:16:41Z
Ugy-OCZlIu5OKtqpHql4AaABAg,0.0,1.0,0.0,0.0,"Hold on, you're telling me that I can sue the school for grading me on finding repurposed copyrighted images that I don't have a license to?",28,2020-04-22T19:56:28Z
UgzCoBdCWN6hMTNgaMt4AaABAg,0.0,0.658,0.342,0.564,"you may be very right, but, i like turtles",0,2020-04-22T18:36:15Z
UgwNbnuF7jf6KNnEdfR4AaABAg,0.097,0.674,0.228,0.5423,"Abolish copyright, or at least *severely* restrict it. Allow competition of works, so we get the best possible versions of everything.",0,2020-04-22T18:29:54Z
UgwrWv9XnImB9Z6GxBd4AaABAg,0.067,0.767,0.167,0.7652,"Really sucks that this masterpiece overview hasn't received much recognition. I _thought_ I knew about the problems around copyright law - and I won't say that I do after one YouTube video - but I can definitely say that I will think twice about my opinions, and those of creator's, in the future. Thank you, Tom.",0,2020-04-22T18:03:25Z
Ugw4CimFsEeyra3xaJ54AaABAg,0.148,0.774,0.079,-0.5859,"It's quite telling that throughout the entire video, every effort was made to demonstrate proper fair use of second hand content... and yet there appear to be no adverts on this video at all.
My guess is that the automated system kicked in and it's either too much hassle to dispute the claims or the disputes have been falsely rejected?",0,2020-04-22T15:29:36Z
Ugzkx9Ob1sjEmw0M4px4AaABAg,0.508,0.492,0.0,-0.4767,They are both broken.,0,2020-04-22T15:11:04Z
UgwFcCX0e3sehpFQDvZ4AaABAg,0.0,1.0,0.0,0.0,"9:00
Here is it allowed.",0,2020-04-22T14:56:59Z
Ugz34nbUq3jiS-j7eN14AaABAg,0.0,1.0,0.0,0.0,"'...one of the world's largest advertisement firms.' 

*immediately has an advert*",0,2020-04-22T12:29:18Z
Ugw5F8Mc545ZYDxJEFJ4AaABAg,0.026,0.821,0.153,0.7088,"The amount of work and time that went into creating this video must be absurd. Incredibly informative and insightful. I plan to embed it in my website and charge my users to view it. In all seriousness Tom, thank you. Well done, sir!",0,2020-04-22T11:42:36Z
Ugwu06Ygbt8dEMi5pd54AaABAg,0.102,0.814,0.084,0.1027,"It's funny how several of your suggestions were addressed by Article13/17, passed by the EU and widely protested by the internet after a propaganda campaign by some of these big media companies.",0,2020-04-22T11:37:18Z
UgzdZ3Ekg_plYjtbPX94AaABAg,0.113,0.887,0.0,-0.574,"What about when a youtuber is using a stock image with watermarks on them? That just feels wrong, but I've seen so many of them and from channels with millions of subcribers so it is not like they couldn't afford it.",0,2020-04-22T10:14:55Z
Ugw_U8MmhdtxIuQs32B4AaABAg,0.0,0.897,0.103,0.3182,"Can't be the only one thinking that 10:58 ""magical post-scarcity Star Trek space communism"" was dismissed a bit quickly as a solution ...",0,2020-04-22T09:16:08Z
UgyOZOOoUQ0EPFuooXR4AaABAg,0.0,0.494,0.506,0.6249,C U When U Get There is awesome.,0,2020-04-22T07:33:55Z
UgzzNlmSHVFFih3czzN4AaABAg,0.196,0.536,0.268,0.2023,artist in payment - no part of the passion,0,2020-04-22T06:56:56Z
Ugw6caqTDVH1Ps7v3rx4AaABAg,0.0,0.909,0.091,0.0772,"If you want a Youtuber to learn copyright law really quickly, react to their video",1,2020-04-22T06:40:52Z
UgxiOjNLfeE-Zk6CkNF4AaABAg,0.0,0.462,0.538,0.5423,@suzylu watch this haha,0,2020-04-22T06:04:08Z
Ugz5_nlgCh7tPknrqod4AaABAg,0.0,0.377,0.623,0.5106,Cleverly placed ad 😂,0,2020-04-22T05:17:47Z
UgxA05rsutNVPx3Ub0F4AaABAg,0.114,0.886,0.0,-0.4019,what about political commentary channels? why are they copy right claimed all they are doing is criticising what the people are saying,0,2020-04-22T05:12:52Z
UgxwzKxkibFrjsO1B5h4AaABAg,0.0,0.89,0.11,0.3008,"I have downloaded this video and uploaded it in it's entirety, Check it out.....P.S You kinda look like Greta Thunberg",0,2020-04-22T04:03:16Z
UgzvfN3JMHTtutau4Q54AaABAg,0.0,0.919,0.081,0.5983,"Can we all just acknowledge the fact that the chapter names are actually in the timeline and that whoever did subtitles actually made use of the positioning, rich text, and color features? I don't think I've ever seen a YouTube video with this level of post-production quality!",0,2020-04-22T03:30:22Z
UgzwwcRZCEle943Elk94AaABAg,0.0,1.0,0.0,0.0,jay foreman: aaaAaaAaAaaaAAAAAAaaaAAAAaaaaaaaaaaAaahhhhHhhHhHhhHHhhhhhHHHHH,1,2020-04-22T02:52:34Z
Ugz601SDCue71B4Sgvd4AaABAg,0.0,1.0,0.0,0.0,I don't know how can anyone watch this and still believe that copyright should exist.,0,2020-04-22T02:24:25Z
UgxOySrtgEJj7lAbenR4AaABAg,0.0,0.812,0.188,0.7003,"33:30 This would make a good a good pseudo-apocalyptic future setting where key families inherit all the rights and no-one can do anything based on old, even ANCIENT works.",0,2020-04-22T02:12:52Z
Ugw5oGXUgCMMdR7hjkZ4AaABAg,0.0,1.0,0.0,0.0,"Jay Foreman: ""Aaaaaaaaagh!""",0,2020-04-22T01:01:17Z
UgwyLIorZHMS-GBkoUt4AaABAg,0.0,1.0,0.0,0.0,13:22 Covid-19 mood,0,2020-04-22T00:38:52Z
Ugw9gkWhPMfK89IF0_Z4AaABAg,0.0,1.0,0.0,0.0,What do you think about lil nas carry on sued by Bobby caldwell?,0,2020-04-22T00:27:28Z
UgwBkrD_j6-oI-BZbRB4AaABAg,0.0,0.693,0.307,0.9485,"Nice video. I'm going to use it on my channel. My friend who's uncle is a lawyer said as long as I clearly state that I am not the copyright owner it's okay. Maybe I'll add a funny reaction shot of me with a ""Whaaat?"" kind of look after a joke, just to be safe.",0,2020-04-22T00:18:18Z
UgxZlk-7luV3sBC96L94AaABAg,0.04,0.841,0.119,0.6981,"At this point, with the deep pockets of Alphabet, the media companies can't sue YouTube out of existence, at least not without destroying themselves in the process. Beyond that though, they can count on YouTube to do what is in its best interest, which all too often will be in line with their own.",0,2020-04-22T00:13:59Z
Ugz-eJk09r-g08M06ZB4AaABAg,0.022,0.597,0.382,0.9839,"Another brilliant video. I never get tired of your content. Also made me seriously consider my own projects with more scrutiny. I really love your ideas on the changes to copyright law, too. Very thoughtful to both the creators and consumers, the perfect balance. Thank you for being so great, as per usual. I love your dedication and consistency",0,2020-04-21T23:11:13Z
UgzwSsJo-MgnmAHbbp94AaABAg,0.857,0.143,0.0,-0.7184,Poor mumbo :(,0,2020-04-21T22:48:43Z
UgyC5kMSP8J_u0wByv54AaABAg,0.083,0.829,0.088,0.1531,"I was intrigued by the aggressive stupidity of the thesis statement in the title. Though certainly not 42 minutes intrigued. 

Youtube's copyright system is fundamentally broken *by design*, as it would be too expensive and create too much liability to administrate it properly. As a private company, there's little  to nothing to be done about Youtube's system other than support an alternative competitor. 

Two things can be true at the same time. The world can have copyright problems..... you know because of course it would because you're dealing with dozens of different countries at a time. This doesn't mean that Youtube's copyright system ""isn't broken"".",0,2020-04-21T22:37:18Z
UgxlSj8iyJukNnviygt4AaABAg,0.068,0.793,0.139,0.3626,"honestly reaction videos are the one of the most low effort contents ever and only watched by people who need their opinion validated, I wouldn't mind if they were wiped off youtube.",0,2020-04-21T22:13:23Z
Ugx6JshZXIZwmBCOTzV4AaABAg,0.0,1.0,0.0,0.0,Copyright shouldn't exist.,1,2020-04-21T21:54:23Z
UgxhLZ1FkaQXGIGv46x4AaABAg,0.0,1.0,0.0,0.0,"Tom Scott for President! Oh wait, we could have voted already....",0,2020-04-21T19:25:45Z
UgxLvrjeJRxfURVjCnt4AaABAg,0.0,1.0,0.0,0.0,I'M ON MOBILE HOW DID YOU GET YELLOW AND BLUE TEXT IN THE SUBTITLES WHAAAAAAAAT,0,2020-04-21T16:58:30Z
UgxNuK-6ZgSMJocwKr94AaABAg,0.0,1.0,0.0,0.0,I’m 100% this whole video is just a long reaction video,0,2020-04-21T16:18:45Z
UgzZ1N0GDE-k2HSD-dR4AaABAg,0.0,0.945,0.055,0.4215,"So a big reason for the inequity is that might makes right.  The copyright holder has a massive advantage simply by the fact that they can afford lawyers. This is where the playing field could use some leveling.  What they needed an arraignment system for the claimant before a case can be brought.  Or a required arbitration session, something that doesn't cost the defendant and before and possibly instead of court.",0,2020-04-21T16:16:18Z
UgwOL_YOiwBxs4VlpdN4AaABAg,0.179,0.716,0.105,-0.5982,"The movies they use on mystery science theater are all so old and so bad, I just assumed they were all public domain.  I mean, who would admit to being responsible for THAT mess?",0,2020-04-21T16:06:27Z
Ugzr-Yup264w2znamqV4AaABAg,0.0,0.751,0.249,0.891,"Not many people can hold my attention for 42 minutes about the copyright system, kudos to you. Your videos are amazing quality. I can tell a lot of work has been put into them. I wish YouTube recommended me this channel sooner.",1,2020-04-21T15:56:45Z
UgwhdszTHcyBrLg9qdp4AaABAg,0.208,0.54,0.252,0.4015,"Tom... it's not free if it requires you to pay for a subscription m8. 
all jokes aside this was an informative video.
Thanks for being a nerd and a geek like me.",0,2020-04-21T15:54:58Z
UgycvszpTsqZCdf22QR4AaABAg,0.21,0.403,0.387,0.296,Well that is depressing. Bye bye YouTube dreams.,0,2020-04-21T15:25:11Z
Ugz7JeC8f4cEFJXirvl4AaABAg,0.351,0.649,0.0,-0.4019,oh noo mumbo got shitted over,0,2020-04-21T15:07:18Z
Ugy0hcWCNrvhOTZpmwZ4AaABAg,0.05,0.81,0.14,0.5799,"A naive world audience is how you're describe the country leading the world standard for Healthcare and Humanity? New Zealand is, and in that era was, a very thoughtful and empathetic society. I feel so at home in New Zealand.",0,2020-04-21T13:47:46Z
Ugz3Q0E1DPudoRn8nvB4AaABAg,0.262,0.557,0.181,-0.1176,The law sucks no wonder why is everybody so keen on breaking it,0,2020-04-21T12:41:47Z
Ugx95dgXHJ3dFoQ7cSB4AaABAg,0.348,0.652,0.0,-0.1531,I suddenly miss Totalbiscuit =(,0,2020-04-21T12:21:08Z
Ugy_VXxH5LO3JG79oaF4AaABAg,0.163,0.719,0.118,-0.1779,youtube is fine. music sucks in this age. real music exsists only underground,0,2020-04-21T12:15:41Z
