snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
"The problem with the US legislative system especially is it’s almost impossible to pass new laws that affect lobbyists cause they can just lobby to not do that. Like, if you wanted to lower the max amount of money  company can spend per lobby? Sorry, Disney said no to that. You want to pass a law that makes it so you can only lobby for certain types of legislation, for example for entertainment and media related bills but not for food and energy related bills, sorry, BP said no.",0.68548775,0.28698406,0.027528165,0.135,0.812,0.054,-0.6597
"Good video. I've believed for a long time that copyright law is very broken, especially the duration. IMO, it's actually unconstitutional in the US and copyright law as it exists should be illegal.",0.8176619,0.16102572,0.021312486,0.403,0.597,0.0,-0.6588
as soon as i saw Jay Foreman i got way too excited ^_^;,0.0011355865,0.011797492,0.9870669,0.212,0.788,0.0,-0.6576
"Well Tom, it seems that you have put enough coins into a lamp post that Jay Foreman can now afford to do a cameo in your Video. Job well done.",0.02464823,0.2558966,0.7194551,0.147,0.747,0.106,-0.6561
"16:55 smh SNITCH (jk, this was an amazing video)",0.0064803637,0.055706337,0.93781334,0.232,0.768,0.0,-0.6554
"Imagine looking out your window at work and seeing a guy walk by a dozen times angrily gesticulating and saying _""disPUTES""_",0.7080687,0.25867862,0.033252683,0.843,0.157,0.0,-0.6553
"Kills someone: 'No murder intended""",0.56946325,0.41422552,0.01631121,0.211,0.789,0.0,-0.6553
2621,0.2171115,0.5307955,0.25209302,0.118,0.882,0.0,-0.6551
19:07 love the unintentional foreshadowing,0.08231246,0.38340175,0.5342858,0.163,0.788,0.049,-0.6542
"Wait, is Tom telling us not to bodge it!?",0.2532812,0.71868515,0.028033622,0.175,0.694,0.131,-0.6538
"2:12 Legitimate?  Don't know about that? How big was the sample? If it was couple second sample, then no I don't think so.",0.3694612,0.5910214,0.03951737,0.327,0.673,0.0,-0.6537
its actually a lot closer to what RCA envisioned when they debuted the radio and the programming and the means and distribution of the material.,0.0054145,0.35184625,0.64273924,0.218,0.664,0.118,-0.6537
What the hell was that last picture,0.86912245,0.1221761,0.008701467,0.419,0.581,0.0,-0.6523
"copyright isnt broken, its just a bad idea in general",0.8559606,0.13701312,0.0070262165,0.099,0.826,0.076,-0.65
IP is bogus concept. You can't own patterns. Only tangible objects that can be taken away from you can be owned. Property is an attribute of tangible objects.,0.6533266,0.31519905,0.03147439,0.283,0.632,0.085,-0.6494
41:49 sorry but we ganna meme this guy xD,0.2490513,0.58783245,0.16311623,0.202,0.798,0.0,-0.6486
"Compilation videos annoy me so much because they barely ever credit the original creator and I've only seen them ask for permission once, I have some friends that are animators and their work gets stolen all the time most of the time without credit and they haven't been asked for permission once, I wish kids understood fair use better because once a compilation video my friend's work was put in without their permission with no credit blew up and got a million views, their original work on their channel, only 1000, this is why I think compilation videos are such a huge problem",0.9327774,0.06040316,0.006819465,0.398,0.602,0.0,-0.6486
I was shocked when I saw legal eagle in the video.,0.5544287,0.40729886,0.03827244,0.181,0.819,0.0,-0.6486
"I'm not saying that's how it should be, I'm saying that's how it is.",0.30580753,0.64071125,0.053481225,0.275,0.725,0.0,-0.6486
Society.,0.3022316,0.625872,0.07189641,0.371,0.629,0.0,-0.6486
just be smart.,0.17458856,0.63402796,0.19138344,0.087,0.875,0.038,-0.6486
"In the past, a lot of those silly videos made by kids were on VHS or audio cassette tapes, providing for them to escape detection.

I used to be on the board of a tech non-profit in the US. We got one through some sort of licensing clearing-house about a web comic that was used on the site. It took us a long time to locate it in a PDF of a presentation that someone put online at some prior point (none of the board members dealing with the complaint had been involved when it was.) Pay it and move on was the answer.",0.2633171,0.61161417,0.1250687,0.469,0.531,0.0,-0.6486
"""So what's your ideal system of government?""
""Magical post-scarcity Star Trek space communism.""",0.104826406,0.8027635,0.0924101,0.074,0.87,0.056,-0.6486
"YouTube is just doing the best it can with the hands its been dealt by law. However, if Sony can go around on YouTube and claim some random persons performance of a Beethoven piece, which that person then cant appeal, because appeals are handled by the same company who makes the claim, and even if after illegally claiming the video, they agree that they are infact in the wrong, they just wait out the 30 days until they have to reply, because they will get all the money the video makes while the appeal is in process, then to claim that the fault is in no way on YouTubes end is wrong.",0.56164587,0.40303162,0.035322554,0.275,0.725,0.0,-0.6486
"Content Id is indeed a huge compromise. Had YouTube not make this agreement a lot of people would be sued or have their video taken down. But content Id allows your wedding video to stay up, your event video to stay up,etc.",0.22506392,0.5949345,0.18000157,0.158,0.743,0.099,-0.6486
"Who was the person waving the cross and saying ""No copyright infringement intended""?",0.2617025,0.7020453,0.03625226,0.325,0.675,0.0,-0.6486
12:00 I wish that actually worked on the blood sucking lawyers.,0.8614915,0.12858215,0.0099263545,0.223,0.777,0.0,-0.6486
"Stay safe Tom don't go out no more especially in London and def not in Westminster, 6000 people infected now. Love the video!",0.24709116,0.40987974,0.3430291,0.169,0.831,0.0,-0.6486
More and more discouragement to start a YouTube channel now,0.67478704,0.30298674,0.022226214,0.57,0.43,0.0,-0.6486
"27:23 ""Or, one of the world's largest advertis-*ad plays*"" i see what you did there youtube",0.25589246,0.6401755,0.10393202,0.306,0.694,0.0,-0.6486
Who watched this the whole way through?,0.34246418,0.6327958,0.02474,0.371,0.629,0.0,-0.6486
Imagine if this video got claimed,0.27712217,0.662602,0.06027583,0.15,0.85,0.0,-0.6486
Can we just set copywriters back to 15 years like it originally was. Problem solved.,0.11199025,0.6957888,0.19222097,0.398,0.602,0.0,-0.6486
Cheese,0.27358323,0.5758468,0.15056998,0.147,0.808,0.045,-0.6486
Wait. Do p*rn parodies purchase rights to the content before they can parody it??!,0.43410614,0.5329779,0.032915976,0.726,0.274,0.0,-0.6486
As much as I hate most giant entertainment corporations and their endless greed. There's a lot of great points made in this video.,0.32689962,0.35581866,0.31728172,0.469,0.531,0.0,-0.6486
This is incredible!,0.0023424681,0.01608342,0.9815741,0.223,0.777,0.0,-0.6486
"""I rely on copyright to make a living."" - well there's your problem
You shouldn't force people to give you money regardless of if they like your work, you should let them decide on their own. (e.g. Patreon or lbry.tv)",0.55867225,0.38819048,0.05313726,0.202,0.798,0.0,-0.6486
It would be interesting to see how copyright infringement would work when it comes to a streamer that has a provable history of improving game sales after playing a game (pewdiepie). The infringer would have to pay damages but what if the damages were negative (aka sales increased),0.36932537,0.54750586,0.08316877,0.147,0.802,0.051,-0.6486
"definitly a video for british people. 
here in austria, you are free to send me letters. so i am free to ignore them completly. 
so for small people/streamer/influencer there is no problem, till they become public enought. and then, they can pay there lawyers",0.19909726,0.5789307,0.22197203,0.29,0.71,0.0,-0.6486
"Disney wouldn’t be the monopolistic giant it is without a broken copyright system, and not just because of how much they love to sue people, but because they wouldn’t have been able to own old IP and make massive amounts of wealth from other people’s works to begin with.",0.50792134,0.39873964,0.09333903,0.639,0.361,0.0,-0.6486
I am some ting for the algorithm because this needs to get even more traction.,0.022012608,0.33040673,0.6475807,0.371,0.629,0.0,-0.6486
The hardest thing about any form of tort reform is that inherently you’re asking lawyers to cut their own salaries.,0.8248831,0.16500154,0.010115434,0.261,0.739,0.0,-0.6486
"I think video games should be fine, since it's basically free ads for the game, unless there is criticism of the game I guess.",0.11466423,0.57598245,0.30935338,0.306,0.694,0.0,-0.6486
Poor Mumbo :( Really miss his Intro&Outro,0.72835344,0.23374467,0.037901968,0.097,0.851,0.052,-0.6486
Shiny,0.08697107,0.7586621,0.1543669,0.381,0.619,0.0,-0.6486
yup i can see ur rgb headset,0.17930095,0.67020005,0.15049896,0.111,0.788,0.101,-0.6483
"YouTube's Copyright System is the World's Copyright System, hence, it IS broken.",0.89207923,0.10166202,0.006258808,0.181,0.679,0.14,-0.6478
This should have been MANDATORY to watch before one is allowed to use Upload on YT. Excellent content Tom!,0.0459091,0.20075619,0.7533347,0.234,0.691,0.075,-0.6476
the bill nye styled edits,0.05452987,0.8750298,0.070440374,0.39,0.488,0.122,-0.6476
At 27:27 i got commercial for BMW and Google messenger. Lmfao,0.055739682,0.5851689,0.35909143,0.514,0.486,0.0,-0.6476
Can’t believe legal eagle was in this video,0.65779424,0.3037046,0.038501117,0.191,0.767,0.042,-0.6467
Video of the year contender right here,0.028679833,0.68572724,0.28559297,0.177,0.778,0.045,-0.6463
"I'm just gonna say this is one of the best things I've seen on this platform. 
Congrats.",0.0013857246,0.007046686,0.99156755,0.222,0.651,0.126,-0.6457
I say it's easier to ask for forgiveness than it is to ask to use content,0.3006247,0.6035363,0.09583894,0.132,0.868,0.0,-0.6449
"Waving a cross at Legal Eagle and saying ""No copyright infringement intended"" is the funniest thing I have seen in years!",0.008887953,0.08102477,0.91008735,0.392,0.463,0.145,-0.6447
"Just found you and your content is amazing. Really interesting is that I am reading Holmes now and your 50 years idea is a brilliant one cause it would mean far more people get to experience these pieces good or bad, and if I do have children I would likely recommend Holmes to them because of it being in the public domain",0.0016304227,0.01227359,0.98609596,0.141,0.859,0.0,-0.644
great vid,0.0052757226,0.051505577,0.9432187,0.288,0.609,0.103,-0.6437
28:18 - Very appropriate that opinion is likened to turning _off_ the light 😁,0.016344424,0.23256278,0.75109285,0.247,0.753,0.0,-0.6435
"The fact that people are afraid of going to court to get some of this resolved is more a problem of US procedural law, then copyright law. It's absurd that you can't get your lawyers fees back If you win a case.",0.8173974,0.16963458,0.012967989,0.114,0.862,0.024,-0.6428
"the authors of one hit wonders, should be allowed to file for an extension to your 50 year proposal",0.08168822,0.7798352,0.13847658,0.194,0.685,0.121,-0.6428
I want Tom to do more music reviews now.,0.030362157,0.6917414,0.27789646,0.157,0.794,0.049,-0.6416
So glad somebody said this.,0.006154704,0.07356867,0.92027664,0.16,0.752,0.088,-0.6413
Calling Mumbo Jumbo 'Ollie' is so damn weird,0.92607206,0.066492796,0.0074350545,0.142,0.736,0.122,-0.6411
Convincing Legal Eagle to be a vampire is a decent flex,0.064039975,0.7053749,0.23058511,0.074,0.89,0.036,-0.6402
What headset is that?,0.10367821,0.8344794,0.06184244,0.585,0.415,0.0,-0.6397
"Sect gurus submit copyright takedown notices to prevent debunkers from demonstrating the intellectual fraud of their content.
And it works.",0.31767845,0.55452913,0.12779242,0.126,0.774,0.1,-0.6395
Tom Scott in many different outfits!,0.016702207,0.66133624,0.32196158,0.343,0.657,0.0,-0.6395
subbed. (not like this means anything.),0.35760975,0.58705074,0.05533951,0.086,0.914,0.0,-0.6381
Very well made!!!,0.004761927,0.043826703,0.9514113,0.266,0.601,0.133,-0.6369
"I came here after that weird statement by that stadia director who said that streamers/creators should PAY game developers for making content about their game.
I mean bruh",0.47383457,0.4774738,0.048691664,0.426,0.574,0.0,-0.6369
Rewatching for the collab clips.,0.007698019,0.79027295,0.20202911,0.181,0.819,0.0,-0.6369
"So glad you called out the ""No copyright infringement intended"" messaging. Drives me nuts when I see people post a whole music video or similar and put that in the description as if it somehow helps.",0.2506328,0.4076294,0.3417378,0.259,0.741,0.0,-0.6369
The rich get richer and the poor get poorer.,0.39570823,0.4730192,0.1312725,0.257,0.658,0.086,-0.6369
"Hello Tom. I fully agree to your exposé and your conclusions. But I believe you've missed a very important point : copyright abuse and piracy ; like corporations wanting to copyright the living (genes & molecules), colors or everyday expressions ; or like company claiming copyright over things their creators didn't protect ; or company generating and copyrighting tons of random creation so no one can use them there after. Here again big money rules ... and laws protect the thieves. Indeed, copyright system has to be rethink and rewrite. But it's not going to be soon, as it needs to be done at the world's level, not only at country's.
Thank you for making it clearer for your audience. Wish you the best!",0.23512708,0.43308952,0.3317834,0.426,0.574,0.0,-0.6369
Release the video with reaction Scott for the entire 42 minuets.,0.053532727,0.8982214,0.04824597,0.279,0.631,0.09,-0.6369
17:29 you just described most of Japanese reality tv,0.20236553,0.7580252,0.039609306,0.244,0.599,0.157,-0.6369
Youtube shouldn't give revenue to copyright claims atleast keep it to themselves till it's resolved.,0.600109,0.37901542,0.020875614,0.808,0.192,0.0,-0.6369
If you told my teenage self that I would be quranteed from a global pandemic and be enthralled by a 40 minute video about copyright claims.....,0.7491766,0.2373631,0.013460234,0.198,0.802,0.0,-0.6369
"I enjoy sandbox/creative games like KSP, Sormworks, Planet Coaster/Zoo and City Skylines. I've noticed that there are lots of YouTubers that monetise videos showcasing Steam Workshop items that, often they didn't create! I think, as a custom content creator this is very unfair!",0.1951178,0.3874487,0.41743356,0.259,0.741,0.0,-0.6369
42:03 - Did cameraman just step into a poo? :D,0.14051911,0.78619266,0.07328818,0.474,0.325,0.201,-0.6369
I really enjoyed this - thank you,0.0015567112,0.0068681426,0.9915752,0.211,0.647,0.142,-0.6369
11:50 - Hello Legal Eagles!,0.00674215,0.5678562,0.4254017,0.152,0.792,0.057,-0.6369
"It should also be pointed out (at least for the US (IANAL)) that the law of what you can get away with (I believe just in civil lawsuit cases) isn't technically 'the written law' but, instead, a string of case-by-case suits in court that basically extend the line in the sand in different directions -- it would be like saying ""oh well the sign does say speed limit 25 but someone was brought to court and let go and they went 30"" ""yes but they were dying"" ""so was I"" ""Not exactly, you were very sick but that individual was bleeding out"" ""It was literally a case of the bubonic plague and it killed so many people back in the day"" ""yes but we have antibiotics now"" ""I was the child of an antivaxxer"" ""That is not the fault of the system"" ""yes it is"" and basically litigating what the definition of 'imminent bodily harm' is and if you're at fault for not being vaccinated and your life is at risk, and arguing if that it's justified if you're dying and your cell phone is dead and there's no one on the street except a cop to speed to the hospital and blah blah blah it's insane and why lawyers cost so much and why a lot of the time they can't give yes or no answers and more often than not say ""its complicated"" or ""let's just say it's no""",0.8081791,0.17815527,0.013665563,0.426,0.574,0.0,-0.6369
+1 to 50 year copyright terms. If only someone could convince the unnamed-big-company-that's-pushing-the-law-in-the-opposite-direction.,0.4395571,0.5007961,0.059646856,0.136,0.772,0.093,-0.6361
"If I made something, I'd like to see other people make their own version within my lifetime.",0.023556372,0.4919405,0.48450312,0.382,0.618,0.0,-0.636
Glad someone said this..  Was so annoyed at that Twitch couple that got claimed by Junkin claiming they were fair use... No you watch other peoples videos on your Twitch channel.,0.58032835,0.33328924,0.086382404,0.126,0.811,0.063,-0.636
This guy looks like he's old enough to my father and brother at the same time.,0.26231453,0.60782665,0.12985885,0.224,0.69,0.086,-0.6351
22:19 evan edinger's bedroom,0.06343163,0.88578516,0.050783247,0.183,0.767,0.05,-0.6341
"fun fact, YouTube recommended the mumbo jumbo video about this",0.0065089674,0.20709181,0.78639925,0.18,0.642,0.178,-0.6335
You stole this video from EmpLemon,0.58832395,0.3790851,0.03259098,0.317,0.683,0.0,-0.6333
society,0.26984662,0.64789486,0.08225855,0.256,0.744,0.0,-0.6325
I agree with most of this but it is true that YouTube censors channels at times for example shadowbanning of political/controversial content.,0.40279922,0.5528716,0.044329192,0.409,0.591,0.0,-0.631
"I love that you got LegalEagle to take part in this!
*And especially as a vampire*",0.0025210339,0.02351613,0.9739629,0.095,0.835,0.07,-0.631
"I'll take copyright until I'm dead, but not sooner and not after. (From the perspective of writing, I think I should have ownership of my work until I'm dead. But I do think the +70 years is excessive)",0.47135884,0.45294514,0.07569609,0.147,0.804,0.049,-0.631
"Wow, halfway through and I didnt even realise I was watching a 42 minute video",0.15814258,0.40993342,0.43192407,0.217,0.783,0.0,-0.631
îm amazed this didnt get boring at all,0.15832742,0.34283748,0.49883512,0.142,0.858,0.0,-0.631
OMG THAT'S EVAN EDINGER'S BEDROOM,0.060583074,0.6995706,0.23984624,0.19,0.678,0.132,-0.631
Wow one of the longest videos on YouTube I’ve watched without getting bored,0.0050990996,0.046196595,0.94870436,0.321,0.679,0.0,-0.6307
"solution?








*CRITICIZE EVERYTHING*",0.35597286,0.54107165,0.10295546,0.188,0.667,0.145,-0.6303
These captions are crazy good!,0.0024947939,0.014903304,0.9826019,0.339,0.661,0.0,-0.6289
how much did ths video cost?,0.14372407,0.83434874,0.021927238,0.054,0.919,0.028,-0.6287
Disney lobbying is so depressing when they dare try to copyright people's cultures and religion,0.9472223,0.04981354,0.0029641571,0.149,0.851,0.0,-0.6278
"Oh no Tom is a traitor.
This is so sad, Alexa play Despacito.",0.96459323,0.032530192,0.0028765958,0.186,0.697,0.116,-0.6271
"""The Founding Fathers created our copyright laws to promote knowledge & culture by giving the creator a limited monopoly over their creations.  Congress, under the influence of corporations, has extended the duration of that government granted monopoly to seventy years after the death of the creator.  Increasingly corporations have sought broader laws to ensure that they control and profit from more of our culture.  Through Digital Rights Management (DRM) technologies they have locked down our culture, hindered sharing and criminalized their customers."" -The Pirate Party US",0.51195043,0.42815453,0.059894994,0.115,0.885,0.0,-0.6269
@lazarbeam,0.13855991,0.6640546,0.19738555,0.097,0.903,0.0,-0.625
"It's my belief that the majority of what can be copyrighted, shouldn't be able to be copyrighted. If something can be copied or recreated with minimal effort, does it really deserve to be protected? If a digital file can be duplicated an infinite amount of times, is it really worth protecting? I don't think so. Argue what you want that this would be harmful to the internet, music or film industries, or whatever else, if your only means of protecting something from being copied is a lawyer saying ""you just can't"" then whatever you have isn't worth being protected.",0.63883084,0.32915273,0.03201641,0.339,0.661,0.0,-0.6249
"Copyright, Patents, & any sort of Intellectual Property Rights are fundamentally against the human collective and are preventing us from progressing as a society, both culturally & technologically.


They are symptomatic of a society under corporate control. They are fundamentally not designed to protect the ""little guy"" in any IP conflict. They are solely designed to protect the assets of corporations, not individual creators. The people as a whole, do not benefit from IP protections.",0.87698466,0.11545034,0.0075650485,0.389,0.611,0.0,-0.6249
Lawyers are the scum of the Earth.,0.9731338,0.024767298,0.002098964,0.175,0.825,0.0,-0.6249
I recognized no less than 3 channel cameos in this video.,0.005462396,0.46413925,0.5303983,0.577,0.423,0.0,-0.6249
This is the best video on this platform.,0.0016265007,0.009588894,0.98878455,0.113,0.827,0.06,-0.6249
Reworking coppywrire law is a job for after we get through whatever global crisis is heading our way.,0.1828354,0.7511822,0.06598241,0.204,0.796,0.0,-0.6249
"Copyright should last for 20 years, and be renewable",0.019247165,0.63444704,0.3463058,0.451,0.549,0.0,-0.6249
"I don't know if I just wasn't paying attention, or if you didn't talk much about it, but I wonder how things like song remixes or video edits like ""YouTube Poops"" would work. Would they fall under fair use because they are (hopefully) transformative, or would they be against copyright law due to using a piece of work that they didn't create or license?",0.4901041,0.4690738,0.04082215,0.083,0.917,0.0,-0.6249
If the law is in the negtive of you 3ight zeros for mockery pays any dispute,0.4492949,0.5320104,0.01869473,0.186,0.814,0.0,-0.6249
Legaleagle part is gold,0.042808764,0.51761895,0.4395723,0.56,0.44,0.0,-0.6249
I may just be missing a greater message here but WHAT DID YOU SAY ABOUT NEW ZEALAND!?,0.31799722,0.64467716,0.03732564,0.276,0.724,0.0,-0.6249
"These ad placements, muah",0.33454683,0.62125534,0.044197813,0.163,0.837,0.0,-0.6249
"As a classically-trained musician whose artistry lies in performing music, not composing it (including modern styles), I think copyright has done much more harm than good. I understand people's work needs to be protected, but it's gotten insane. There is a ton of music that's just doing no one any good that can't be touched because of copyright, even in cases where the band is no longer together and no longer even performing the music. There's a reason the music industry is so hated.",0.902976,0.08826311,0.008760952,0.177,0.706,0.117,-0.6249
"I think that the reason why copyright law exists, is because we live on a planet which is ruled by psychopaths.",0.8942729,0.09980047,0.005926669,0.118,0.851,0.031,-0.6249
What if I serch for pictures to use them in a public presentation about lets say spacex can i use evry one because i talk about that tobic ... or must i critisise spacex to use them.. (and only on yt?)and i mean only use the pictures to explane something about spacex or other stuff...,0.06236488,0.8294677,0.10816742,0.234,0.637,0.129,-0.624
13:22 when mum makes cookies for you during your quantine,0.021103824,0.8663194,0.112576775,0.18,0.746,0.075,-0.624
"The public wants copyright law to be fixed. They want freedom to use and create.

It's the companies that don't want that. We win the vote, but they win with lobbying. They will win because they have money and sly lawyers.",0.40374368,0.46611893,0.13013737,0.45,0.55,0.0,-0.6239
cool,0.009975342,0.21843603,0.7715886,0.196,0.721,0.083,-0.6219
"I don't think I would ever see Tom say the stock youtuber phrase ""What's up, it's ya boi"", but I am glad I did.",0.022248074,0.13467838,0.84307355,0.258,0.648,0.094,-0.6214
"I just wanted to let you know that fair use in the USA allows for options then are discussed in this video, this may be due to you living in the UK and simply not realizing this. Overall great video though!",0.014745806,0.12270535,0.8625488,0.28,0.72,0.0,-0.6202
thanks for making me change my entire school speech because this is a much better subject than youtube’s copyright system,0.058689963,0.21111998,0.73019004,0.255,0.668,0.077,-0.6197
You have a premier inn bed with the purple lighting,0.010072109,0.53058404,0.4593439,0.17,0.735,0.094,-0.6178
These videos are so well produced! Great points about copyright too.,0.0033507156,0.018768605,0.9778807,0.126,0.874,0.0,-0.6164
So the big question is: was this video copyright striked?,0.2861565,0.6929106,0.020932939,0.208,0.792,0.0,-0.6164
It looks so weird to see him in a gaming chair and with RGB headphones.,0.8374427,0.14836007,0.014197285,0.142,0.773,0.085,-0.6153
"Any content is just a huge number.
If you add one to that number, it's a derived work, therefore copyrighted.
Derived work of a derived work is a derived work and therefore copyrighted.
Conclusion: everything is derived from zero.

Copyright is inherently idiotic idea.",0.58770174,0.34376955,0.06852871,0.186,0.749,0.065,-0.6142
dang what a masterpiece! i'm downloading it now for my channel thanks m8! :3,0.0012871969,0.012916724,0.9857961,0.285,0.629,0.086,-0.6133
"You mention the ways to solve some problems and then you name the other problems they would cause. 
Just down with copyright laws, and we're fine. 
one cannot own something  that is not a part of the physical world. As simple as that!",0.5407411,0.38549858,0.07376035,0.294,0.706,0.0,-0.6131
"So in essence,  YouTube's copyright system isn't perfect, but although it may do wrong for some, it'll do right for others.  I mostly agree with this sentiment because a lot of people fail to look at things objectively, and that's a major issue in society as a whole in today's world. There are way too many people who will do a number of things, either they'll fail to admit they're wrong (so few do) because who wants to say that they were in the wrong? Or they'll fail to research, taking the word of someone else from YouTube saying the same thing which could be misinformation, or them receiving it all wrong.  Or they'll blindly follow what others say, which is just a combination of both things said previously, but this can be with viewers on YouTubers they support. 


What we should make sure to do in everything relating to legality when posting (or watching) videos look at it objectively. Look it as though you don't have any affiliations with that video, that channel, only caring to see if this video is breaking copyright laws. You can then use that argument when facing a challenge against a copyright strike, but even throughout such, you have to be willing to accept that you may be wrong. The system is in place to protect people against actual people stealing content from hardworking people that may have had months, maybe years, as well as possibly lots of money put into that content. 


The area I slightly disagree with is saying that YouTube's Copyright system isn't broken, because it slightly is. If something is broken, that implies that it is not working in its peak whole form and with a case like yours, as well as other YouTubers who've put absolutely no copyrighted content (like TheFatRat with him putting all of HIS own music in it). I suppose to say something is broken is more subjective then it is by the fact such. A cup that has been chipped may not be broken to you, but it could be considered broken by someone else. A car with major dents may be broken to you, but to someone else, they may think otherwise. But due to the cases that both you and I have explained, I still believe that it is broken.",0.5496364,0.40315917,0.04720437,0.108,0.789,0.103,-0.6126
YouTube Simp,0.13339266,0.7399318,0.12667552,0.455,0.545,0.0,-0.6126
that's a lot of copyright to tend to,0.5419628,0.41451728,0.04351992,0.208,0.792,0.0,-0.6124
league of legends streamers are definitely criticizing the game every minuite PepeLaugh,0.80382264,0.18048997,0.01568738,0.218,0.711,0.071,-0.6124
Great video. Thanks. The world is complicated...,0.028044969,0.120689586,0.85126543,0.24,0.76,0.0,-0.6124
Nice to see some real info getting pushed instead of the BS 5 minutes of googling to find the one argument that supports my point that dominates the discussion on youtube.,0.15076594,0.3865378,0.4626962,0.294,0.706,0.0,-0.6124
If sumone exploits me I own them for encuksion I sell them full broken and subservant to the enemy,0.8771618,0.118986696,0.0038514265,0.263,0.737,0.0,-0.6124
"Everything that is popular and enters pop-culture should have lesser copyright protection and enter public domain sooner. When something is such a big part of the public space, it's only natural that it's no longer yours, it's everyone's. That way it would be more aligned with the way how should copyright work as naturally perceived.",0.113179915,0.6085737,0.27824643,0.192,0.808,0.0,-0.6124
I’ll be interested to see what happens to copyright law when millennials and gen Z are more firmly in the political space. Growing up in online spaces has shaped my views on ownership in ways that the older people I’ve spoken with are baffled by.,0.10024763,0.6857151,0.21403727,0.094,0.859,0.047,-0.6124
"This might be your best video to date Tom. Comprehensive yet succinct (given the huge topic you covered), and very well shot with a nice balance between fact and humor. Watched the whole thing and never got bored, thanks!",0.0017154854,0.010882758,0.9874018,0.45,0.4,0.15,-0.6124
Hey @Tom Scott how may copyright claims did you get on this video?? Lmao,0.3901562,0.5752063,0.03463746,0.162,0.732,0.106,-0.6124
"I think this video is slightly missing the point. People aren't outraged when reaction channels get copyright strikes or even when the media companies are in the right. The problem with Youtube's copyright system is that when the media companies are in the wrong, then there's essentially nothing creators can do. Youtube provides absolutely no mediation and won't even help connect the two parties so they could settle. They tell creators that if they don't like it, then just get a lawyer, something that Youtube's copyright system was supposed to avoid. It was a nice video about copyright laws, but the conclusion does not follow the premises.",0.72908187,0.24509583,0.025822263,0.109,0.815,0.077,-0.6124
I really thought copyrights were supposed to protect your work against those who would sell it for their own profit and not to extort from small time content creators.,0.4588206,0.50039554,0.040783875,0.137,0.816,0.048,-0.6124
"sorry i didn't watched till the end, but i think what u saying is bs, i don't really agreed with u and didn't like the way u were saying it.",0.91507864,0.08003859,0.004882765,0.258,0.645,0.097,-0.6124
"I think that one of the problems is that the US and UK both use intentionally vague language in their statutes, meaning that contracts must be long and complex, as the English Common Law legal system allows for statutes to be overturned or altered by judges.

What they COULD do is move over to the Roman Civil Law system that’s used in Continental Europe and have highly detailed language in the statute, with simpler contracts. The downside, however, is that the “innocent until proven guilty” standard in criminal cases gets flip-flopped, so doing this would uproot one of the US’s core national values.",0.6290796,0.3424823,0.028438065,0.138,0.814,0.048,-0.6124
Legal vampire spoted!,0.1739076,0.69201875,0.13407364,0.179,0.821,0.0,-0.6124
So what can i use god damn it 😫,0.93323076,0.059754413,0.007014854,0.11,0.831,0.059,-0.6124
Go Tom!,0.006655717,0.2075467,0.7857976,0.111,0.889,0.0,-0.6124
"What about fair use law or whatever it is? I realize a sample would set off the content ID bot, but due to parodies and whatnot, shouldn't a sample legally still be ok?",0.31902122,0.6269804,0.053998314,0.152,0.848,0.0,-0.6124
Now how the world come I watched the hole video! I just wanted to check something before I sleep for god sake 🙂,0.36074173,0.48467553,0.15458277,0.556,0.444,0.0,-0.6124
does the whole copyright thing apply to all vids on yt or only on the ones which gain revenue?,0.15675503,0.7972259,0.046019047,0.342,0.526,0.132,-0.6124
Great video and this comes from a Law Student.,0.005024784,0.061781544,0.9331937,0.147,0.749,0.104,-0.6119
GYERÜNK MAGYARROOOOOK!,0.10626319,0.64371824,0.2500185,0.204,0.724,0.072,-0.6115
Could you tell Jay Foreman to make new videos,0.025493925,0.9072995,0.06720659,0.571,0.429,0.0,-0.6115
It happened again!,0.48633367,0.4008169,0.11284937,0.123,0.877,0.0,-0.6114
Anyone else a fan of Mumbo Jumbo,0.05880523,0.8639475,0.07724723,0.444,0.556,0.0,-0.6114
"ah yes, I also can't wait for *_space communism_*",0.0021671387,0.03200553,0.9658273,0.399,0.601,0.0,-0.6113
My theory have always been since the wheels of law are slow it'll always be behind the times thus needing some updates. It's like dealing with internet explorer! Oh I am sorry it's called edge now ...,0.5899333,0.35268298,0.0573838,0.357,0.643,0.0,-0.6108
"You're completely right. In my opinion most ""reacters"" are nothing but parasites making money off of other people's hard work. They're a bunch of lazy, talentless idiots abusing fair use.",0.9617461,0.03396616,0.004287745,0.121,0.853,0.026,-0.6103
I used to watch mumbo jumbo😂,0.059104927,0.6441293,0.2967658,0.21,0.715,0.075,-0.6097
"You Continue to Impress, Tom, Excellent work!",0.0023553884,0.035260923,0.9623837,0.219,0.681,0.1,-0.6096
"Copyright then: *Literally stolen tunes, like Ice Ice Baby stealing the beat from Under Pressure*

Copyright in 2025: ""Bro, your voice pitch matched mine for 0.000000000000000000000000001 seconds. Sorry, but I'm claiming that!""",0.40533948,0.49206847,0.10259205,0.57,0.43,0.0,-0.6096
